#Área;Política;Grupo;Programa;Descripción
#
# Áreas de gasto y Políticas, definidas en la Orden HAP/419/2014 y comunes a todas las EELL.
# Ver http://www.boe.es/diario_boe/txt.php?id=BOE-A-2014-2922
#
0;;;;Deuda pública
0;1;;;Deuda pública
1;;;;Servicios públicos básicos
1;3;;;Seguridad y movilidad ciudadana
1;5;;;Vivienda y urbanismo
1;6;;;Bienestar comunitario
1;7;;;Medio ambiente
2;;;;Actuaciones de protección y promoción social
2;1;;;Pensiones
2;2;;;Otras prestaciones económicas a favor de empleados
2;3;;;Servicios sociales y promoción social
2;4;;;Fomento del empleo
3;;;;Produccion de bienes públicos de caracter preferente
3;1;;;Sanidad
3;2;;;Educación
3;3;;;Cultura
3;4;;;Deporte
4;;;;Actuaciones de caracter económico
4;1;;;Agricultura ganadería y pesca
4;2;;;Industria y energía
4;3;;;"Comercio, turismo y pequeñas y medianas empresas"
4;4;;;Transporte público
4;5;;;Infraestructuras
4;6;;;"Investigación, desarrollo e innovación"
4;9;;;Otras actuaciones de caracter económico
9;;;;Actuaciones de caracter general
9;1;;;Órganos de gobierno
9;2;;;Servicios de carácter general
9;3;;;Administración financiera y tributaria
9;4;;;Transferencias a otras administraciónes públicas
#
# Programas específicos vigentes de Madrid
#
0;1;1;11;Endeudamiento
1;3;0;00;"Dirección y gestión administrativa de Portavoz, Seguridad y Emergencias"
1;3;0;01;Coordinación general de seguridad y emergencias
1;3;2;01;Seguridad
1;3;3;01;Tráfico
1;3;3;02;Gestión de aparcamientos
1;3;4;02;Planificación de la movilidad
1;3;4;04;Gestión de la movilidad
1;3;4;60;NGEU. ZBE Transformación digital y sostenible
1;3;5;10;SAMUR-Protección Civil
1;3;6;10;Bomberos
1;5;0;00;Dirección y gestión administrativa de Desarrollo Urbano
1;5;1;01;Planificación urbanística
1;5;1;02;Gestión urbanística
1;5;1;03;Ejecución y control de la edificación
1;5;1;04;Estrategia urbana
1;5;1;05;Gestión del patrimonio municipal del suelo
1;5;2;10;Promoción y gestión de vivienda
1;5;2;20;Conservación y rehabilitación vivienda
1;5;3;20;Dirección y gestión administrativa de Obras y Equipamientos
1;5;3;21;Vías públicas
1;5;3;22;Otras actuaciones en vías públicas
1;5;3;23;Infraestructuras Madrid Calle 30
1;5;3;24;Actuaciones de regeneración en vías públicas
1;5;3;30;Infraestructuras de movilidad
1;5;3;40;Infraestructuras urbanas
1;5;3;50;Oficina de accesibilidad
1;5;3;60;NGEU. ZBE Transformación digital y sostenible
1;5;3;62;NGEU. Apoyo mercados sostenibles
1;6;0;01;Ingeniería del agua
1;6;1;02;Suministro hídrico
1;6;2;10;Gestión ambiental urbana
1;6;2;30;Parque tecnológico de Valdemingómez
1;6;3;01;Limpieza viaria
1;6;5;01;Equipamientos urbanos
1;7;0;00;Dirección y gestión administrativa de Medio Ambiente y Movilidad
1;7;1;01;Patrimonio verde
1;7;1;02;Zonas verdes
1;7;1;03;Equipamiento de zonas ajardinadas
1;7;2;11;Sostenibilidad
1;7;2;12;Control ambiental
1;7;2;13;Renaturalización del patrimonio
1;7;2;62;NGEU. Apoyo mercados sostenibles
2;2;1;01;Acción social para empleados
2;2;1;02;Otras prestaciones
2;3;1;00;"Dirección y gestión administrativa de Familias, Igualdad y Bienestar Social"
2;3;1;01;"Prevención y atención frente a la violencia de género, igualdad y diversidad"
2;3;1;02;Familia e infancia
2;3;1;03;Personas mayores y servicios sociales
2;3;1;04;"Promoción, conciliación y cooperación institucional para la igualdad de oportunidades"
2;3;1;06;Integración comunitaria y emergencia social
2;3;1;07;Atención a la inmigración
2;3;1;09;"Innovación, estrategia social y voluntariado"
2;3;1;10;Voluntariado
2;3;1;66;NGEU. Itinerario de inclusión social
2;3;1;68;NGEU. Eje REACT-UE Ayudas Emergencia
2;3;1;99;Actuaciones extraordinarias COVID-19
2;3;2;00;Planes de barrio
2;3;2;01;Fondo de reequilibrio territorial
2;3;2;70;Promoción plan de derechos humanos
2;3;2;90;Cooperación y ciudadanía global
2;4;1;01;Empleo
2;4;1;66;NGEU. Itinerario de inclusión social
2;4;1;67;NGEU. Reequilibrio y equidad colectivos vulnerables
2;4;1;69;NGEU. Primera experiencia profesional
3;2;1;10;Creación centros docentes infantil y primaria
3;2;3;01;Centros docentes enseñanza infantil y primaria
3;2;5;01;Absentismo
3;2;6;01;Servicios complementarios educación
3;3;0;00;"Dirección y gestión administrativa de Cultura, Turismo y Deporte"
3;3;2;10;Bibliotecas públicas y patrimonio bibliográfico
3;3;2;20;Archivos
3;3;3;01;Museos
3;3;3;03;Otros equipamientos culturales
3;3;4;01;Actividades culturales
3;3;4;05;Banda sinfónica municipal
3;3;6;01;Patrimonio cultural
3;3;7;01;Instalaciones para la juventud
3;3;7;02;Actividades de ocio y tiempo libre para la juventud
3;4;1;01;Actuaciones deportivas en distritos
3;4;1;02;Coordinación y fomento del deporte
3;4;2;01;Instalaciones deportivas
4;3;1;00;Comercio
4;3;1;62;NGEU. Apoyo mercados sostenibles
4;3;2;20;Información y promoción turística
4;3;3;00;"Dirección y gestión administrativa de Economía, Innovación y Empleo"
4;3;3;01;Promoción económica y desarrollo empresarial
4;3;3;04;Atracción de inversión e internacionalización empresarial
4;3;3;05;Emprendimiento
4;3;3;06;Coordinación Economía
4;4;1;10;"Promoción, control y desarrollo del transporte"
4;6;2;00;Innovación y ciudad inteligente
4;6;3;00;"Investigación científica, técnica y aplicada"
4;9;1;01;Servicios informáticos y comunicaciones
4;9;1;02;Oficina digital
4;9;3;00;Consumo
9;1;2;00;Oficina del secretario de la Junta de Gobierno
9;1;2;01;Alcaldía
9;1;2;02;Gabinete de la Alcaldía
9;1;2;03;"Área delegada de Coordinación Territorial, Transparencia y Participación Ciudadana"
