CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001011;92701;01;A;Organización de actos públicos y ruedas de prensa con los medios decomunicación
001011;92701;01;B;Emisión de comunicados y notas de prensa
001011;92701;01;C;Cobertura de eventos locales
001011;92701;01;D;Elaboración de notas de prensa
001011;92701;01;E;Difusión de la agenda de actividades municipales
001011;92701;01;F;Información del tráfico de la ciudad
001011;92701;01;G;Emergencias Madrid
001011;92701;02;A;Elaboración del resumen de prensa
001011;92701;02;B;Actualización permanente de la página web en relación con la actividadinstitucional
001011;92701;02;C;Conservación y actualización del archivo fotográfico
001011;92701;02;D;Conservación y actualización del archivo audiovisual
001011;92701;03;A;Supervisión diaria de las campañas informativas en lo relativo a laimagen institucional en áreas de gobierno y distritos
001011;92701;03;B;Asesoramiento respecto a la utilización de la imagen corporativa en lasdistintos áreas del Ayuntamiento de Madrid
001011;92701;03;C;Realización de soportes gráficos para actos institucionales
001011;92701;03;D;Edición y diseño de la agenda Institucional
001012;34102;01;A;ORGANIZACIÓN DEL CIRCUITO DE AEROBIC-FITNESS Y NUEVAS TENDENCIAS
001012;34102;01;B;ORGANIZACIÓN DE LAS JORNADAS TÉCNICAS DIVULGATIVAS DE EJERCICIO FÍSICOPARA MAYORES
001012;34102;01;C;ORGANIZACIÓN DE LA SEMANA DE LA MUJER DEPORTISTA
001012;34102;01;D;ORGANIZACIÓN DEL FESTIVAL JOAQUÍN ROSADO
001012;34102;01;E;ORGANIZACIÓN DE JORNADAS DE PROMOCIÓN DEPORTIVA PARA DISCAPACITADOS
001012;34102;01;F;ORGANIZACIÓN DEL ENCUENTRO DEPORTIVO PARA MAYORES
001012;34102;01;G;COLABORACIÓN CON LA FUNDACIÓN ESPAÑOLA DEL CORAZÓN EN LA SEMANA DELCORAZÓN
001012;34102;01;H;ORGANIZACIÓN DE ACTIVIDADES DEPORTIVAS AL AIRE LIBRE
001012;34102;02;A;PROGRAMACIÓN Y DESARROLLO DE LAS ESCUELAS DE PROMOCIÓN DEPORTIVA
001012;34102;02;B;PROGRAMACIÓN Y DESARROLLO DE LAS ESCUELAS EN COLABORACIÓN CON ENTIDADES
001012;34102;03;A;ORGANIZACIÓN Y DESARROLLO DE LAS AULAS DEPORTIVAS MUNICIPALES
001012;34102;04;A;ORGANIZACIÓN DE LOS JUEGOS DEPORTIVOS MUNICIPALES
001012;34102;04;B;ORGANIZACIÓN DE LOS TORNEOS DE NAVIDAD Y PRIMAVERA
001012;34102;04;C;ORGANIZACIÓN DE LOS TORNEOS MUNICIPALES
001012;34102;04;D;SUSCRIPCIÓN DE CONVENIOS DE COLABORACIÓN CON FEDERACIONES DEPORTIVASPARA ARBITRAJES Y OTRAS ACTUACIONES
001012;34102;04;E;PARTICIPACIÓN EN LOS ENCUENTROS DEPORTIVOS INTERCIUDADES
001012;34102;05;A;CONVOCATORIA DE SUBVENCIONES A ENTIDADES DEPORTIVAS DEL MUNICIPIO
001012;34102;05;B;CONVOCATORIA DE SUBVENCIONES PARA ACTOS DEPORTIVOS EN EL MUNICIPIO
001012;34102;05;C;ACTUACIONES DE PATROCINIO PARA CLUBES DEPORTIVOS DE MÁXIMO RELIEVE
