CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado;Realizado
001011;92701;01;;;;0;0
001011;92701;02;;;;0;0
001011;92701;03;;;;0;0
001012;34102;01;01;Jornadas circuito de aerobic-fitness y nuevas tendencias;NÚMERO;4;4
001012;34102;01;02;Participantes circuito de aeobic-fitness y nuevas tendencias;NÚMERO;1750;1760
001012;34102;01;03;Jornadas de promoción deportiva para personas con discapacidad;NÚMERO;2;0
001012;34102;01;04;Participantes en el programa 'Caminar por Madrid';NÚMERO;450;635
001012;34102;01;05;Jornadas técnicas divulgativas para mayores;NÚMERO;9;7
001012;34102;01;06;Participantes en el Encuentro Deportivo para Mayores;NÚMERO;2000;450
001012;34102;01;07;Participantes en la Semana de la Mujer Deportista;NÚMERO;1400;1200
001012;34102;01;08;Participantes en las actividades de la Semana del Corazón;NÚMERO;500;0
001012;34102;01;09;Participantes en el Festival Joaquín Rosado;NÚMERO;1200;979
001012;34102;01;10;Participantes en el Programa 'Madrid sobre Ruedas';NÚMERO;300;0
001012;34102;02;01;Grupos de escuelas de promoción deportiva en centros escolares;NÚMERO;425;411
001012;34102;02;02;Alumnos en las escuelas de promoción deportiva en centros escolares;NÚMERO;6300;6388
001012;34102;02;03;Modalidades deportivas en las escuelas de promoción deportiva en centros escolares;NÚMERO;16;17
001012;34102;02;04;Módulos en las escuelas deportivas en colaboración con entidades;NÚMERO;430;487
001012;34102;02;05;Alumnos en las escuelas deportivas en colaboración con entidades;NÚMERO;6300;6336
001012;34102;02;06;Modalidades deportivas en las escuelas deportivas en colaboración con entidades;NÚMERO;31;32
001012;34102;03;04;Participantes en Escolimpia;NÚMERO;6000;0
001012;34102;03;03;Centros participantes en Escolimpia;NÚMERO;200;0
001012;34102;03;02;Participantes en las actividades de promoción deportiva en los centros escolares;NÚMERO;480;0
001012;34102;03;01;Participantes en las áulas deportivas municipales;NÚMERO;7500;5376
001012;34102;04;01;Deportistas participantes en los Juegos Deportivos Municipales;NÚMERO;99500;109875
001012;34102;04;02;Equipos participantes en los Juegos Deportivos Municipales;NÚMERO;6000;5794
001012;34102;04;03;Encuentros deportivos interciudades;NÚMERO;1;2
001012;34102;04;04;Equipos participantes en los Torneos Municipales;NÚMERO;2650;2637
001012;34102;04;05;Deportistas participantes en los Torneos Municipales;NÚMERO;33500;35935
001012;34102;05;01;Entidades subvencionadas para el desarrollo de programas deportivos;NÚMERO;175;0
001012;34102;05;02;Entidades subvencionadas para la organización de actos deportivos;NÚMERO;180;0
001012;34102;06;01;Participantes en el programa de actividades en la nieve y entornos naturales;NÚMERO;4300;3821
001012;34102;06;02;Participantes en el Circuito Deportivo Familiar en Bicicleta;NÚMERO;240;348
001012;34102;07;01;Módulos de escuelas deportivas adaptadas;NÚMERO;41;49
001012;34102;08;01;Centros escolares afectados por marcajes de pistas polideportivas;NÚMERO;50;0
001012;34102;09;01;Columnas de rescate cardiaco;NÚMERO;54;54
001012;34102;10;01;Campañas informativas;NÚMERO;11;15
001012;34102;10;02;Desarrollo de eventos institucionales;NÚMERO;10;14
001012;34102;10;03;Soportes informativos y divulgativos;NÚMERO;10;22
001012;34102;10;04;Guías divulgativas;NÚMERO;1;0
001012;34102;10;05;Suscripciones al boletín electrónico;NÚMERO;1300;1468
001012;34102;11;04;Recogidas anuales de metálico;NÚMERO;2600;2870
001012;34102;11;01;Recibos domiciliados;NÚMERO/MES;35000;29202
001012;34102;11;02;Pagos mediante tarjeta bancaria;NÚMERO/MES;27000;21523
001012;34102;11;03;Pagos vía web;NÚMERO;1000;0
001012;34102;12;01;Eventos deportivos de gran relevancia;NÚMERO;19;28
001012;91100;01;01;Días de Comisiones a considerar para su grabación;DÍAS;44;18
001012;91100;02;01;Actualizaciones de la información;NÚMERO;580;1167
001012;91100;02;02;Documentos accesibles a través de la web;NÚMERO;2100;2443
001012;91100;03;01;Concejales que integran la Corporación;NÚMERO;57;57
001012;91100;03;02;Documentos o archivos digitales que se entregan a los Concejales;NÚMERO;570;1710
001012;91100;03;03;Gestión de los documentos aportados por los Concejales;NÚMERO;285;360
001012;91101;01;01;Expedientes de contratación y de gasto;NÚMERO;125;153
001012;91101;01;02;Informes de seguimiento de ejecución presupuestaria;NÚMERO;4;4
001012;91200;01;01;EXPEDIENTES APROBADOS POR LA JUNTA DE GOBIERNO;NÚMERO;1200;914
001012;91200;01;02;ACTAS DE LAS SESIONES;NÚMERO;50;48
001012;91200;01;03;COMUNICACIONES A SECRETARIAS GENERALES TECNICAS;NÚMERO;500;544
001012;91200;01;04;COMUNICACIONES A SECRETARIA GENERAL DEL PLENO;NÚMERO;170;50
001012;91200;01;05;INFORMACION  A  GRUPOS MUNICIPALES;NÚMERO;1600;1630
001012;91200;01;06;PROYECTOS NORMATIVOS TRAMITADOS;NÚMERO;60;41
001012;91200;01;07;ALEGACIONES A PROYECTOS NORMATIVOS PRESENTADOS;NÚMERO;3000;1245
001012;91200;01;08;PUBLICACIONES EN BOLETINES OFICIALES;NÚMERO;200;413
001012;91200;02;01;CONVENIOS REGISTRADOS;NÚMERO;750;501
001012;91200;03;02;CERTIFICACIONES EXPEDIDAS;NÚMERO;200;70
001012;91200;03;01;DECRETOS INCORPORADOS AL REGISTRO DE DECRETOS Y RESOLUCIONES;NÚMERO;1300;2361
001012;92000;01;01;PROCEDIMIENTOS;NÚMERO;1;1
001012;92000;02;01;INFORMES EN MATERIA DE PERSONAL;NÚMERO;10;10
001012;92000;02;02;ANALISIS DE GESTION INTERNA;NÚMERO;2;2
001012;92000;02;03;INFORME DE EJECUCION PRESUPUESTARIA;NÚMERO;15;15
001012;92000;02;04;INFORMES DE SEGUIMIENTO DE CONTRATACION;NÚMERO;12;12
001012;92000;02;05;EDICTOS DE OTRAS  ADMINISTRACIONES;NÚMERO;20000;14467
001012;92000;02;06;EDICTOS DEL AYUNTAMIENTO;NÚMERO;2100;0
001012;92000;02;07;REUNIONES DE COORDINACION;NÚMERO;11;11
001012;92000;03;01;EXPEDIENTES DE CONTRATACION;NÚMERO;50;41
001012;92000;03;02;DOCUMENTOS CONTABLES TRAMITADOS;NÚMERO;4950;2684
001012;92000;03;03;EXPEDIENTES ESTUDIADOS EN LA COMISION PREVIA A LA JUNTA DE GOBIERNO;NÚMERO;1200;914
001012;92009;01;01;PLEITOS;NÚMERO;8000;10337
001012;92009;01;02;BASTANTEOS;NÚMERO;2500;1849
001012;92009;01;03;INFORMES;NÚMERO;3500;1237
001012;92201;01;01;PETICIONES INFORMACIÓN ADTVA DE LOS CONCEJALES TRAMITADAS;NÚMERO;1000;454
001012;92201;02;04;PROYECTOS DE CONVENIOS INFORMADOS;NÚMERO;14;21
001012;92201;02;01;PROYECTOS DE NORMAS ELABORADAS;NÚMERO;2;2
001012;92201;02;02;PROYECTOS DE NORMAS INFORMADAS;NÚMERO;15;9
001012;92201;02;03;PROYECTOS DE CONVENIOS ELABORADOS;NÚMERO;2;1
001012;92201;03;01;SOLICITUDES DE DICTAMEN DEL CONSEJO CONSULTIVO DE LA COMUNIDAD DE MADRID PREPARADAS;NÚMERO;160;159
001012;92201;03;02;OBSERVACIONES PROCEDIMIENTOS COMISIÓN UNIÓN EUROPEA REMITIDAS;NÚMERO;5;5
