Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;CRED_INICIAL;MOD_CREDITO;C_DEFINITIVO;C_AUTORIZADO;C_DISPUESTO;OBL_RECONOC
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20901;CÁNONES;0;3630;3630;3630;3630;3630
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22203;INFORMÁTICAS;0;9620;9620;8576,71;8576,71;3884,1
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;100000;-70000;30000;24178,26;24178,26;24178,26
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;65000;0;65000;34249,84;34249,84;22655,74
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;0;0;0;3149,39;3149,39;3149,39
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22701;SEGURIDAD;0;0;0;16579,44;16579,44;16579,44
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;243000;-72270;170730;75810,16;75810,16;75810,16
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;7000;0;7000;718,37;718,37;718,37
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;19000;0;19000;1027,06;1027,06;1027,06
001;AYUNTAMIENTO DE MADRID;002;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;25100;TRABAJOS REALIZADOS POR UNIVERSIDADES PÚBLICAS;18000;0;18000;0;0;0
