CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001010;91201;01;A;Impulsar la política municipal
001010;91201;01;B;Dirigir la acción de los demás órganos ejecutivos del Ayuntamiento
001010;91201;01;C;Ejercer la superior dirección de la Administración Municipal
001010;91201;01;D;Responder ante el Pleno de la gestión política de la Alcaldía
001010;91201;02;A;Coordinación de las políticas públicas municipales incorporando la dimensión de la igualdad y la perspectiva de género
001010;91201;03;A;Dirección del ejercicio de las competencias municipales contribuyendo a la defensa y promoción de los derechos humanos
001012;17101;01;A;Redacción proyecto paisajismo
001012;23290;01;A;ELABORACIÓN Y PUBLICACIÓN DE CONVOCATORIAS PÚBLICAS DE SUBVENCIONES
001012;23290;01;B;TRAMITACIÓN DE CONTRATACIONES DE ASISTENCIA TÉCNICA
001012;23290;01;C;DESARROLLO DE LA ESTRATEGIA DE COMUNICACIÓN Y FORMACIÓN SOBRE CIUDADANÍAGLOBAL
001012;23290;01;D;DINAMIZACIÓN DE LA PÁGINA WEB Y COMUNICACIONES PARA INFORMACIÓN SOBRE LAPOLÍTICA DE CIUDADANÍA GLOBAL Y COOPERACIÓN INTE
001012;23290;01;E;SEGUIMIENTO DE PROYECTOS Y DIÁLOGO CON ENTIDADES
001012;23290;01;F;TRAMITACIÓN DE LA JUSTIFICACIÓN DE LAS SUBVENCIONES CONCEDIDAS
001012;23290;01;G;JORNADAS, ENCUENTROS Y DIÁLOGOS CON ACTORES CLAVE EN LA PROMOCIÓN DE LACIUDADANÍA GLOBAL
001012;23290;01;H;ELABORACIÓN DE ESTUDIOS APLICADOS PARA LA PROMOCIÓN DE ACCIONES LOCALESCON PERSPECTIVA Y RESPONSABILIDAD GLOBAL
001012;23290;02;A;ELABORACIÓN Y PUBLICACIÓN DE CONVOCATORIAS PÚBLICAS DE SUBVENCIONES
001012;23290;02;B;ELABORACIÓN Y GESTIÓN DE CONVENIOS DE COLABORACIÓN
001012;23290;02;C;DISEÑO, EJECUCIÓN Y SEGUIMIENTO DE PROYECTOS DE COOPERACIÓN INTEGRAL
