CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001010;91201;01;A;Impulsar la política municipal
001010;91201;01;B;Dirigir la acción de los demás órganos ejecutivos del Ayuntamiento
001010;91201;01;C;Ejercer la superior dirección de la Administración Municipal
001010;91201;01;D;Responder ante el Pleno de la gestión política de la Alcaldía
001012;23290;01;A;Verificar desde el punto de vista administrativo y físico la evoluciónde las actuaciones del ayuntamiento de madrid cofi
001012;23290;01;B;Tramitar las certificaciones de gasto correspondientes a los distintosprogramas de fondos europeos (feder) en los que pa
001012;23290;01;C;Realizar el seguimiento de los ingresos a favor del ayuntamiento demadrid procedentes de fondos europeos (feder).
001012;23290;01;D;Representar al ayuntamiento de madrid ante las distintasadministraciones y en los organismos que proceda con motivo de l
001012;23290;01;E;Preparar los proyectos de participación del ayuntamiento de madrid enlos programas cofinanciados por fondos europeos (fe
001012;23290;01;F;Realizar las tareas necesarias para cumplir las condiciones inicialesque se impongan al ayuntamiento de madrid como bene
001012;23290;01;G;Asesorar y asistir a los distintos centros directivos en la presentaciónde solicitudes de ayuda a la unión europea para
001012;23290;01;H;Identificación y análisis de nuevas fuentes de financiación procedentesde la unión europea.
001012;23290;02;A;Elaboración y publicación de convocatorias públicas de subvenciones
001012;23290;02;B;Gestión de convocatorias públicas de subvenciones
001012;23290;02;C;Información a los posibles beneficiarios sobre el contenido de lasconvocatorias de subvenciones.
001012;23290;02;D;Tramitación de contratos de asistencia técnica necesarios para lagestión de las convocatorias públicas de subvenciones.
001012;23290;02;E;Tramitación de las subvenciones nominativas recogidas en el Presupuesto.
001012;23290;02;F;Elaboración y tramitación de los convenios públicos necesarios para laconcesión de subvenciones.
001012;23290;02;G;Tramitación de la justificación de las subvenciones públicas concedidas.
001012;23290;02;H;Evaluación de las convocatorias públicas y resto de subvencionesconcedidas.
001012;23290;03;A;Realización de actividades de cooperación técnica intercambiandoexperiencias en la gestión de servicios municipales de l
001012;23290;03;B;Realización de actividades de intercambio de experiencias y buenasprácticas entre agentes sociales de la ciudad de Madri
