Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;CRED_INICIAL;MOD_CREDITO;C_DEFINITIVO;C_AUTORIZADO;C_DISPUESTO;OBL_RECONOC
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20901;CÁNONES;0;3630;3630;3630;3630;3630
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22203;INFORMÁTICAS;0;9620;9620;7088,19;7088,19;3884,1
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;100000;-70000;30000;22653,2;22653,2;18515
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;65000;0;65000;34249,84;34249,84;17894,74
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;0;0;0;3149,39;3149,39;3149,39
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22701;SEGURIDAD;0;0;0;16579,44;16579,44;16579,44
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;243000;-72270;170730;75810,16;75810,16;59753,29
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;7000;0;7000;718,37;718,37;718,37
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;19000;0;19000;1027,06;1027,06;1027,06
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;25100;TRABAJOS REALIZADOS POR UNIVERSIDADES PÚBLICAS;18000;0;18000;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;26000;TRABAJOS REALIZ. POR INSTITUCIONES S.F. DE LUCRO;10000;-10000;0;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;4;TRANSFERENCIAS CORRIENTES;44506;A MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;254000;89020;343020;343020;343020;100000
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;4;TRANSFERENCIAS CORRIENTES;48901;OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO;212000;0;212000;211888,89;211888,89;211888,89
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;0;635000;635000;304989,19;9936,19;8557,12
1;AYUNTAMIENTO DE MADRID;2;PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;7;TRANSFERENCIAS DE CAPITAL;74508;A EMPRS.MNPAL. SERV. FUNERARIOS Y CEMENTERIOS S.A.;0;292000;292000;292000;292000;292000
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;35352;0;35352;16663,82;16663,82;16663,82
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;99435;0;99435;46747,88;46747,88;46747,88
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;15578;0;15578;7730,08;7730,08;7730,08
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;1051;0;1051;0;0;0
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;20275;0;20275;16706,59;16706,59;16706,59
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;8849;0;8849;5052,71;5052,71;5052,71
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;26904;0;26904;17730,45;17730,45;17730,45
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;57543;0;57543;37976,54;37976,54;37976,54
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;3447;0;3447;2189,23;2189,23;2189,23
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;13710;0;13710;9988,25;9988,25;9988,25
1;AYUNTAMIENTO DE MADRID;2;PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;61767;0;61767;30796,34;30796,34;30796,34
