001002,23270,22203,contrato menor gestor informático Dédalo,B97817001,RENDER COMUNICACION SL,8576.71
001002,23270,22602,ADQUISICION 450 BANDEROLAS THIRD ANNUAL MEMORY,B64251366,NIVELL PUBLICITARI DIGITAL S L,4138.2
001002,23270,22602,Doc. ADO - Carteles difusión Congreso Memoria,A28582641,GRAFICAS Y MATERIAL DE OFICINA  S A,1525.06
001002,23270,22602,Distribución en las Juntas Mun. Material de DDHH,B86129160,PUNTO A PUNTO COMUNICACIÓN .,457.38
001002,23270,22602,Adquisición Enaras para Exposición de memoria hist,A78090685,FERNANDEZ MIRANDA S.A. .,586.85
001002,23270,22602,Doc. ADO - Dípticos para acto Memoria Histórica.,A80390354,PALGRAPHIC S A,618.9
001002,23270,22602,Doc. ADO - Carteles difusión acto memoria deporta,B80043698,"FRAGMA REPROGRAFIA, S.L. . .",100.67
001002,23270,22602,Adquisición Enaras paa actos de memoria Histórica,B84485218,ART BOX COMUNICACION S.L.,205.7
001002,23270,22602,Doc. ADO - Planos actos memoria histórica.,A28666832,ADVANTIA COMUNICACION GRAFICA SA,1908.63
001002,23270,22602,"Doc. ADO - Trípticos exposición Madrid, qué bien",A28666832,ADVANTIA COMUNICACION GRAFICA SA,811.67
001002,23270,22602,Doc. ADO - Planos.Memoria Histórica,A28666832,ADVANTIA COMUNICACION GRAFICA SA,898.16
001002,23270,22602,"Distribuciión, información activid. contra racismo",B86129160,PUNTO A PUNTO COMUNICACIÓN .,2274.8
001002,23270,22602,Adq.Central.Serv. Día contra el Racismo,B70383179,ULTRAMARINA CENTRAL DE IDEAS S L,2630.06
001002,23270,22602,"Doc. ADO - Carteles exposición Madrid, qué bien r",B80043698,"FRAGMA REPROGRAFIA, S.L. . .",100.67
001002,23270,22602,"Doc. ADO - Catálogo Exposición ""Diarios de Libert",A28666832,ADVANTIA COMUNICACION GRAFICA SA,4197.13
001002,23270,22606,Artículo 31 en tu distrito,G79408852,MEDICOS DEL MUNDO . .,14940.0
001002,23270,22606,Catering Acto Plan Estratégido de Derechos Humanos,B86717451,URBAN VIEW REAL ESTATE S.L. .,1039.5
001002,23270,22606,"Catering Acto de Mujeres, memoria y Derechos Human",B87070967,CAUSAS CEAR SL,401.5
001002,23270,22606,desarrollo ciclo conferencia pedagógicas,A82734377,INSTALACIONES Y SISTEMAS PROSPER S A .,1846.19
001002,23270,22606,PIANO PARA ACTO DE MEMORIA,B87414363,"PIANOCRAFT MADRID, S.L .",665.5
001002,23270,22606,Lectura dramatizada contra el Racismo,F90065418,SMART IBERICA DE IMPULSO EMPRESARIAL SDAD COOP ANDALUZA,605.0
001002,23270,22606,CANCELACION ACF CAJA 0023 POR CAMBIO D CORPORACIÓN,A28229813,VIAJES EL CORTE INGLES SA,2199.52
001002,23270,22606,CANCELACION ACF CAJA 0023 POR CAMBIO D CORPORACIÓN,A82919945,VINCCI HOTELES; S.A. .,186.12
001002,23270,22606,CANCELACION ACF CAJA 0023 POR CAMBIO D CORPORACIÓN,F85080679,GARUA INTERVENCION EDUCATIVA S.COOP.MAD.,300.0
001002,23270,22606,Doc. ADO - Programas jornadas educación,A28666832,ADVANTIA COMUNICACION GRAFICA SA,1121.23
001002,23270,22606,Lenguaje de Signos contra el Racismo,G78509288,FEDERACION PERSONAS SORDAS DE LA COMUNIDAD DE MADRID,35.0
