Centro;Descripcion Centro;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;PREV.INICIAL;MODIFICACIONES;PREV.DEFINITIV;D. RECON.NETOS;RECAUDADO
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;10000;IMPUESTO SOBRE LA RENTA DE LAS PERSONAS FÍSICAS;145764362;0;145764362;81586714,72;81586714,72
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;11200;IMPUESTO S/BIENES INMUEBLES DE NATURALEZA RÚSTICA;771224;0;771224;50519,12;36414
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;11300;IMPUESTO S/ BIENES INMUEBLES DE NATURALEZA URBANA;1500788763;0;1500788763;175974336,6;158291560
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;11400;IMPUESTO S/ BIENES INMUEBLES CARACTER. ESPECIALES;51268306;0;51268306;0;0
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;11500;IMPUESTO SOBRE VEHÍCULOS DE TRACCIÓN MECÁNICA;152177629;0;152177629;147795817,9;59163108,72
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;11600;IMPUESTO S/ EL INCREMENTO DE VALOR DE LOS TERRENOS;525068883;0;525068883;296629962,4;252240979,5
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;13000;ACTIVIDADES EMPRESARIALES;139046113;0;139046113;13208737,08;2503860
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;13001;ACTIVIDADES PROFESIONALES Y ARTÍSTICAS;3227;0;3227;-781,49;-909,88
001;AYUNTAMIENTO DE MADRID;1;IMPUESTOS DIRECTOS;18900;IMPUESTOS DIRECTOS EXTINGUIDOS;4021;0;4021;-1479,3;-1479,3
001;AYUNTAMIENTO DE MADRID;2;IMPUESTOS INDIRECTOS;21000;IMPUESTO SOBRE EL VALOR AÑADIDO;80040479;0;80040479;44759615,88;44759615,88
001;AYUNTAMIENTO DE MADRID;2;IMPUESTOS INDIRECTOS;22000;IMPUESTO SOBRE EL ALCOHOL Y BEBIDAS DERIVADAS;915999;0;915999;511547,33;511547,33
001;AYUNTAMIENTO DE MADRID;2;IMPUESTOS INDIRECTOS;22001;IMPUESTO SOBRE LA CERVEZA;330769;0;330769;184693,6;184693,6
001;AYUNTAMIENTO DE MADRID;2;IMPUESTOS INDIRECTOS;22003;IMPUESTO SOBRE LABORES DE TABACO;6259137;0;6259137;3493559,93;3493559,93
