CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001012;91200;01;A;Elaboración de instrucciones para la homogeneización de los acuerdos queadopte la Junta de Gobierno.
001012;91200;01;B;Gestión de la aplicación de los asuntos elevados a la Junta de Gobierno.
001012;91200;01;C;Gestión y mantenimiento de la información publicada en la web sobre losacuerdos adoptados por la Junta de Gobierno.
001012;91200;01;D;Información a través de la web del periodo de información pública de losasuntos aprobados  por la Junta de Gobierno.
001012;91200;01;E;Seguimiento de la publicación y difusión de los acuerdos.
001012;91200;01;F;Envío a los Servicios de la documentación relativa a los asuntosaprobados por la Junta de Gobierno.
001012;91200;01;G;Elaboración de la memoria anual de las actuaciones de la Junta deGobierno.
001012;91200;02;A;Establecimiento de criterios comunes con las unidades gestoras de lasSecretarias Generales Técnicas para adecuar el cont
001012;91200;02;B;Informatización de los convenios suscritos con anterioridad al 31 dediciembre de 2004.
001012;91200;02;C;Seguimiento de las publicaciones que efectúan las Áreas de Gobierno delas relaciones de  convenios  en la página web y e
001012;91200;02;D;Elaboración de la memoria anual del Registro de convenios.
001012;91200;03;A;Expedición de certificaciones y copias auténticas.
001012;91200;03;B;Autorización a los ciudadanos de los documentos que deban serlegalizados para surtir efectos en el extranjero.
001012;91200;03;C;Información presencial a los ciudadanos de los trámites necesarios parala legalización de los documentos.
001012;91200;03;D;Incorporación en los correspondientes Registros de los decretos de laAlcaldesa y los decretos y resoluciones de los órga
001012;91200;04;A;Gestión informatizada de los documentos enviados por otrasAdministraciones e Instituciones públicas para la exposición d
001012;91200;04;B;Publicación de los anuncios en el Tablón de edictos.
001012;91200;05;A;Elaboración de instrucciones para la gestión homogénea por los Serviciosmunicipales del Registro de representación munic
001012;91200;05;B;Actualización de la información del Registro.
001012;92000;01;A;Elaboración de propuestas de relación de puestos de trabajo, tramitaciónde cobertura de vacantes.
001012;92000;01;B;Coordinación y seguimiento del Plan de Formación en el ámbito de laCoordinación General de la Alcaldía.
001012;92000;01;C;Gestión y organización interna, logística y régimen interior.
001012;92000;01;D;Coordinación de la adquisición de libros y revistas facilitando lautilización global y conjunta de los mismos.
