CeGe;Prog. Finan.;Objetivo;Actividad por Objetivo;Descripción Actividades
001100;91216;01;A;Asegurar la buena marcha de los trabajos del Pleno.
001100;91216;01;B;Asistir al Alcalde en la preparación del borrador del orden del día delas sesiones del Pleno.
001100;91216;01;C;Presidir la Junta de Portavoces del Pleno.
001100;91216;01;D;Inadmitir y modificar la calificación de las iniciativas en lossupuestos previstos en el Reglamento Orgánico del Pleno.
001100;91216;01;E;Cumplir y hacer cumplir el Reglamento Orgánico del Pleno,interpretándolo en caso de duda y supliéndolo en caso de omisió
001100;91216;02;A;CUADROS GALERIA REGIDORES
001100;91216;02;B;RESTAURACIÓN LÁMPARAS HISTÓRICO-ARTÍSTICAS
001100;91230;01;A;Elaboración y remisión de convocatorias y de órdenes del día
001100;91230;01;B;Tratamiento, custodia y exposición de expedientes sometidos a sesión.
001100;91230;01;C;Asistencia al Secretario General del Pleno y  de las Comisiones duranteel desarrollo de las sesiones
001100;91230;01;D;Grabación y transcripción de las intervenciones efectuadasdurante las sesiones
001100;91230;01;E;Elaboración y distribución de dictámenes, diligencias de votación,diarios de sesiones y actas
001100;91230;01;F;Retransmisión de las sesiones de las Comisiones del Pleno
001100;91230;01;G;Retransmisión sesiones del Pleno
001100;91230;02;A;Recopilación y depuración de la información susceptible de ser ofrecidaa través de la página Web del Ayuntamiento
001100;91230;02;B;Gestión y mantenimiento de la información mediante las herramientasinformáticas específicas de unidad gestora Web
001100;91230;02;C;Generación y publicación de edictos referidos a las sesiones del Pleno yComisiones
001100;91230;03;A;Anotaciones de nuevos asientos en el Registro del Pleno, RegistrodeDistinciones Honoríficas, Registro de causas de posi
001100;91230;03;B;Digitalización y asociación de documentos correspondientes acadaasiento.
001100;91230;04;A;Coordinación en la elaboración del presupuesto entre las distintasunidades de la sección
001100;91230;04;B;Tramitación de los expedientes administrativos para el suministro dematerial de oficina e informático a través del proce
001100;91230;04;C;Tramitación de contratos administrativos.
001100;91230;04;D;Gestión y realización de expedientes de gasto.
001100;91230;04;E;Gestión del personal adscrito a la Presidencia del Pleno (propuestas ymodificaciones de RPT y cobertura vacantes, IT y s
001100;91230;05;A;Supervisión y seguimiento de la ejecución  de los contratos de mantenimiento integral y de limpieza del edificio sede de
001100;91230;05;B;Supervisión y seguimiento de la ejecución  de los contratos de mantenimiento de aparatos elevadores e instalaciones elec
001100;91230;05;C;Supervisión y seguimiento de contratos de instalación y mantenimiento de equipos desfibriladores.
001100;91230;05;D;Supervisión y seguimiento del contrato de restauración para las sesiones del Pleno.
001100;91240;01;A;Tramitación de los expedientes administrativos para el suministro de material de oficina e informático a través del proc
001100;91240;01;B;Gestión y realización de expedientes de gasto
001100;91240;01;C;Poner a disposición de los distintos Grupos Políticos la dotación económica establecida en el Reglamento Orgánico del Pl
001100;91240;02;A;Supervisión y seguimiento de la ejecución  de los contratos de mantenimiento integral y de limpieza del edificio sede de
001100;91240;02;B;Supervisión y seguimiento de la ejecución de los contratos de mantenimiento de aparatos elevadores e instalaciones elect
001100;91240;02;C;Supervisión y seguimiento de contratos de instalación y mantenimiento de equipos desfibriladores.
001101;91201;01;A;Impulsar la política municipal.
001101;91201;01;B;Dirigir la acción de los demás órganos ejecutivos del Ayuntamiento.
001101;91201;01;C;Ejercer la superior dirección de la Administración Municipal.
001101;91201;01;D;Responder ante el Pleno de la gestión política de la Alcaldía.
001102;49101;01;A;APORTACIÓN A INFORMÁTICA AYUNTAMIENTO DE MADRID
001102;49102;01;A;Poner en marcha los proyectos transversales de la estrategia detransformación digital incluidos en el programa de gobier
001102;49102;01;B;Actualizar y ejecutar la estrategia de transformación digital.
001102;49102;01;C;Analizar, plantear, implantar y hacer el seguimiento de proyectossignificativos para la transformación digital buscando
001102;49102;01;D;Incrementar la comunicación y divulgación de la estrategia detransformación digital del Ayuntamiento.
001102;49102;01;E;Fomentar la comunicación con todos los agentes funcionales delAyuntamiento (Áreas, distritos, organismo y empresas públi
001102;49102;01;F;Diseñar los itinerarios formativos para cubrir las necesidades decapacitación digital avanzadas que permitan consolidar
001102;49102;01;G;Facilitar la inclusión digital y las competencias digitales para todos.
001102;49102;01;H;Promover la colaboración público-privada y la puesta en marcha de forosde colaboración para la cocreación de servicios i
001102;49102;01;I;Elaborar la estrategia de Inteligencia de Ciudad, respondiendo alobjetivo correspondiente  de la estrategia de transform
001102;49102;01;J;Analizar, proponer y diseñar proyectos significativos basados entecnología 5G buscando las diversas fuentes de financiac
001102;49102;01;K;Consolidar el Laboratorio IoT de la ciudad de Madrid, definir, aprobar ypublicar las recomendaciones y estándares para e
001102;49102;01;L;Reforzar la presencia internacional de la Ciudad de Madrid en materia detecnología y digitalización.
001102;49102;02;A;Implantar la Estrategia de Datos del Ayuntamiento de Madrid y sus Organismos Públicos
001102;49102;02;B;Implantar la herramienta de Gobierno del Dato. El objetivo durante 2024 es poder incorporar a dicho Gobierno al menos 50
001102;49102;02;C;Fomentar el desarrollo de nuevos proyectos de analítica y visualización de datos y la difusión, tanto a nivel interno, c
001102;49102;02;D;Fomentar y coordinar el desarrollo de nuevos proyectos de inteligencia artificial y la difusión, tanto a nivel interno,
001102;49102;02;E;Establecer y potenciar la interlocución entre responsables en el ámbito de la gestión, visualización y analítica de dato
001102;49102;02;F;Alineamiento y estudio de las iniciativas europeas y nacionales en el ámbito del dato en el contexto del sector público
001102;49102;02;G;Evolucionar el Cuadro de Mando de Administración Digital con la inclusión de nuevos indicadores para optimizar el seguim
001102;49102;02;H;Colaborar en la elaboración de itinerarios de formación sobre las materias de datos e inteligencia artificial en la orga
001102;49102;03;A;Impulsar la mejora de la digitalización de la gestión de procedimientos administrativos.
001102;49102;03;B;Implantación de procedimientos con GEDIE
001102;49102;03;C;Mejorar el uso de la notificación electrónica en el Ayuntamiento.
001102;49102;03;D;Impulsar el uso de la certificación electrónica a través Plataforma de Intermediación de Datos.
001102;49102;03;E;Desarrollar un plan de auditorías de la gestión y uso de la PID
001102;49102;03;F;"Mejorar del uso de la Sede Electrónica y carpeta ciudadana ""Mi Carpeta"
001102;49102;03;G;Impulsar la utilización del Registro Electrónico General.
001102;49102;03;H;Estudiar y revisar formularios y procedimientos para su incorporación como servicios electrónicos a la Sede Electrónica
001102;49102;03;I;Divulgar los servicios de administración electrónica en la ciudadanía
001102;49102;03;J;Elaborar normativa, instrucciones e informes sobre administración digital y tramitación de expedientes.
001102;49102;03;K;Informar y asesorar a gestores y ciudadanía en materia de administración digital
001102;49102;03;L;Desarrollar mejoras y nuevos servicios de Ayre  y del Portal del Personal Jubilado.
001102;49102;03;M;Desarrollar mejoras y nuevos servicios de Ayre  y del Portal del Personal Jubilado.
001102;49102;03;N;Gestión del Inventario de Procedimientos y Servicios
001102;49179;01;A;APORTACIÓN DEL CRÉDITO NECESARIO A IAM PARA LA EJECUCIÓN DEL PROYECTO NGEU CONVENIO DE SERVICIOS SOCIALES
001102;91202;01;A;Proporcionar al Alcalde la información política y técnica que resulte necesaria para el ejercicio de sus funciones.
001102;91202;01;B;Asesorar al Alcalde en aquellos asuntos y materias que requiera.
001102;91202;01;C;Facilitar al Alcalde la coordinación de la acción del Gobierno municipal mediante la interlocución con los gabinetes de
001102;91202;01;D;Coordinar la agenda del Alcalde.
001102;91202;01;E;Tramitar, gestionar y contestar a las comunicaciones, peticiones o escritos dirigidos al Alcalde.
001102;92002;01;A;Realización de estudios en materias relacionadas con la organización municipal y los procesos de reorganización administ
001102;92002;01;B;Realización de estudios de las estructuras organizativas de la administración municipal con el objetivo de su racionaliz
001102;92002;01;C;Emisión de informes en materia organizativa y competencial
001102;92002;01;D;Elaboración de propuestas de disposiciones de carácter organizativo
001102;92002;02;A;Elaboración de propuestas de mejora de la normativa municipal.
001102;92002;02;B;Elaboración de propuestas de simplificación administrativa y racionalización de procedimientos.
001102;92002;02;C;Realización de estudios y análisis jurídicos de los proyectos de disposiciones y acuerdos de competencias.
001102;92002;02;D;Emisión de informes de calidad regulatoria.
001102;92002;02;E;Realización de estudios y análisis jurídicos en materias relativas al Gobierno y la Administración Local.
001102;92002;02;F;Seguimiento de las disposiciones normativas del Estado y de la Comunidad de Madrid que incidan en el régimen jurídico de
001102;92002;02;G;Seguimiento de los procesos de transferencia de competencias que puedan desarrollarse por el Estado o la Comunidad de Ma
001102;92009;01;A;Representación y defensa en juicio del Ayuntamiento y sus Organismos Públicos ante cualesquiera jurisdicciones y órdenes
001102;92009;01;B;Representación y defensa en juicio de los Concejales, autoridades, funcionarios y empleados por hechos relacionados con
001102;92009;01;C;"Emisión de informes preceptivos a los proyectos de disposiciones de carácter general y estatutos; convenios; pliegos con"
001102;92009;01;D;Emisión de informes facultativos sobre cuestiones jurídicas.
001102;92009;01;E;Bastanteo de los poderes para actuar, que presenten los particulares ante el Ayuntamiento o sus Organismos Públicos.
001102;92009;01;F;"Emisión de informe a los acuerdos sobre ejercicio de acciones judiciales; a las propuestas de resolución en los procedim"
001102;92012;01;A;Organización interna y logística de los recursos humanos de la Alcaldía y Coordinación General de la Alcaldía
001102;92012;01;B;Elaboración de propuestas de relación de puestos de trabajo
001102;92012;01;C;Gestión de la provisión definitiva (libres designaciones y concursos) de los puestos del personal funcionario adscrito a
001102;92012;01;D;Propuestas de convocatorias de libres designaciones y concursos de los puestos del personal funcionario adscrito a la Al
001102;92012;01;E;Gestión del complemento de productividad, servicios extraordinarios y de los planes especiales de productividad en el ám
001102;92012;01;F;Tramitación de expedientes de concesión de flexibilización horaria por tener a cargo menor de 13 años o persona dependie
001102;92012;01;G;Control del cumplimiento del horario de trabajo
001102;92012;01;H;Gestión de la tarjeta corporativa
001102;92012;01;I;Gestión de las solicitudes de trabajo
001102;92012;01;J;Organización del servicio de ordenanzas
001102;92012;01;K;Coordinación y seguimiento del Plan de Formación en el ámbito de la Alcaldía y Coordinación General de la Alcaldía
001102;92012;02;A;Análisis, elaboración, tramitación y seguimiento de los expedientes de contratación gestionados por la Coordinación Gene
001102;92012;02;B;Asistencia a las Mesas de Contratación de los contratos gestionados porla Coordinación General de la Alcaldía
001102;92012;02;C;Asesoramiento y coordinación a los distintos órganos o unidades en laadecuada elaboración de las propuestas de contratac
001102;92012;02;D;Impulso de los trámites, competencia de otros órganos o unidades, con elfin de agilizar y reducir el tiempo de tramitaci
001102;92012;02;E;Tramitación y revisión de los expedientes de contratos menores yseguimiento de los mismos
001102;92012;02;F;Tramitación de la devolución de las garantias definitivas
001102;92012;03;A;Redacción de los Pliegos de Claúsulas Administrativas Particulares
001102;92012;04;A;Elaboración de pliegos de contratación incluyendo la obligación de los adjudicatarios de suministrar información sobre n
001102;92012;05;A;Elaboración de la propuesta anual de presupuestos de la Alcaldía y de la Coordinación General de la Alcaldía
