Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Descripcion Economico;CRED_INICIAL;MOD_CREDITO;C_DEFINITIVO;C_AUTORIZADO;C_DISPUESTO;OBL_RECONOC
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;16007;0;16007;10371,18;10371,18;10371,18
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;19918;0;19918;11694,08;11694,08;11694,08
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;12006;TRIENIOS;6159;0;6159;3562,9;3562,9;3562,9
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;26164;0;26164;16735,86;16735,86;16735,86
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;52508;0;52508;33588,36;33588,36;33588,36
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;2089;0;2089;1334,34;1334,34;1334,34
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;12174;0;12174;8074;8074;8074
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;29690;0;29690;19757,7;19757,7;19757,7
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22203;INFORMÁTICAS;862;180,98;1042,98;1042,79;1042,79;1042,79
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;0;738,1;738,1;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;18896;0;18896;18895,02;18895,02;18895,02
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;23270;PROMOCIÓN PLAN DERECHOS HUMANOS;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;300000;0;300000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;107287;0;107287;70825,92;70825,92;70825,92
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;16007;0;16007;10371,18;10371,18;10371,18
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;60888;0;60888;38950,56;38950,56;38950,56
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;19918;0;19918;11694,08;11694,08;11694,08
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12006;TRIENIOS;3554;0;3554;2274,35;2274,35;2274,35
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;11715;0;11715;7492,86;7492,86;7492,86
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;28506;0;28506;18234,18;18234,18;18234,18
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;1790;0;1790;1143,63;1143,63;1143,63
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;9574;0;9574;6350,4;6350,4;6350,4
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;51480;0;51480;34084,93;34084,93;34084,93
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22601;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;4905;0;4905;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;10000;0;10000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23000;DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;1000;0;1000;0;0;0
001;AYUNTAMIENTO DE MADRID;100;PRESIDENCIA DEL PLENO;91216;PRESIDENCIA DEL PLENO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23100;GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO;2000;0;2000;0;0;0
