001202,32301,22799,Doc. O - ESCUELA INFANTIL C/EROS,B87847042,EL ARBOL CUEVA SL,725060.29
001205,32301,22105,Contrato Adq.Prod.Al.EI EL SOL 30-oct 2020,F85909448,LA GARBANCITA ECOLOGICA S. COOP. DE CONSUMO RESPONSABLE AUTOGESTIONADO,3484.12
001205,32301,22105,Adq.C.Productos Alimenticios EI EL SOL oct. 2020,B81311441,MANUEL JAQUETE S L,161.5
001205,32301,22105,Adq.C.Productos Percederos EI EL SOL nov. y dic.20,B80729213,ESPECIALIDADES ALIMENTARIAS Y COMERCIALIZACION S L,72.89
001212,92401,48901,REIN.PARC. AC-2000017445,G79632626,AA.VV. LA UNION ALMENDRALES . .,2000.0
001221,92001,22002,MATERIAL INFORMÁTICO,B82560947,"OFIPAPEL CENTER, SL",271.22
001221,92001,22002,CONSUMIBLES INFORMÁTICOS,B78949799,DISINFOR S L,107.33
001120,13201,21400,SERV. REV. OBLIGATORIA VEH. NUEVA ADQ. MITSUBISHI,B79469771,B&M AUTOMOVILES RETAIL S L U,5245.66
001120,13201,22199,ADQ. 30.000 BOLSAS  PARA ESTUPEFACIENTES P.M.,B78458510,"PAPEL CONTINUO RASAL, S.L. . .",1553.64
001131,34102,20300,TELEFÓNICA  DESFIBRILADORES OCTUBRE 58 UDS,A82018474,TELEFONICA DE ESPAÑA SAU,4129.39
001131,34102,21300,TELEFÓNICA  DESFIBRILADORES OCTUBRE 58 UDS,A82018474,TELEFONICA DE ESPAÑA SAU,1835.21
001140,43100,47999,"165/2020/00185 RAZA NOSTRA, SL",B83988857,"RAZA NOSTRA, S.L. .",2006.02
001150,13302,60999,CERT 2 AM.L4 BAS.NUM.135/2018/00230/150/4/002,U88392857,UTE ESTUDIO NORNIELLA SLP Y PINEARQ SL CENTRO DE ESTUDIOS MATERIALES Y CONTROL DE OBRAS SA  LOTE 4,2005.7
001150,13302,60999,CERT 3 AM.L4 BAS.NUM.135/2018/00230/150/4/002,U88392857,UTE ESTUDIO NORNIELLA SLP Y PINEARQ SL CENTRO DE ESTUDIOS MATERIALES Y CONTROL DE OBRAS SA  LOTE 4,2005.7
001140,43100,47999,165/2020/00187 FERBOCAR-GLOBAL ARRAKIS SLU,U86902889,FERBOCAR CONSTRUCCIONES S A GLOBAL ARRAKIS S L U UTE,1447.05
001120,13610,22104,AUTOFACTURA IMPUESTO IVA CAMISAS DE OFICINA J.C.B.,P2807900B,AYUNTAMIENTO DE MADRID,8543.04
001140,43100,47999,"165/2020/00249 MDO.CHAMARTÍN,SA",A80336522,MERCADO DE CHAMARTIN; S.A. . .,8257.62
001140,43100,47999,"165/2020/00253 CARNES CESÁREO GÓMEZ,SL",B82504341,CARNES CESAREO GOMEZ; S.L. . .,540.0
001140,43100,47999,"165/2020/00257 MDO.SAN ISIDRO, SL",B81746927,COMERCIANTES MERCADO DE SAN ISIDRO S.L.,1797.5
001140,43100,47999,165/2020/00376 PAELLAMAR PLANET CB,E87917514,PAELLAMAR PLANET C B,970.06
001131,93303,63200,"OPSA,CERTIF FINAL CESPED ARTIF CDM LUIS ARAG LOT2",A28410850,OBRAS Y PAVIMENTOS ESPECIALES S A,21255.61
001140,43100,47999,"165/2020/00155 PROMOTORA DE PRODUCTOS ARTESANOS, S",B81046781,PROMOTORA PRODUCTOS ARTESANOS S L,3000.0
001140,43100,48901,165/2020/00190 ASOC.COM.C.C.BARCELÓ,G78171352,ASOCIACION DE COMERCIANTES DEL CENTRO COMERCIAL BARCELO,3012.0
001120,13001,22000,ADQ DIV MAT OFIC: CARTUL DIN A3 Y PAPEL DIN A3/A4,A79206223,LYRECO ESPAÑA  S A U,4216.12
001150,16301,21000,CONVALID. GASTO LIMP.CONSE.VALDEB.  SEPT-NOV  2020,U86764479,"OHL SERVICIOS, INGESAN S A U Y ASCAN SERVICIOS URBANOS S L UTE SERVICIOS MADRID 4",66539.75
001131,34102,26000,"FM.MONTAÑISMO, AULAS DEPORTIVAS 19-21 NOVIEMBRE",G79488870,FEDERACION MADRILEÑA DE MONTAÑISMO,2800.0
001140,43100,48901,165/2020/00293 ASOC.PROF.COM.MDO.VILLA DE VALLECAS,G78366069,ASOCIACION PROFESIONAL DE COMERCIANTES  DEL MERCADO DE LA VILLA DE VALLECAS,1657.49
001140,43100,77999,165/2020/00145 PAELLAMAR PLANET CB,E87917514,PAELLAMAR PLANET C B,1801.38
001120,13201,22000,CON SUMINISTRO 5 CAJAS DE 2 ROLLOS ETIQUETAS DYMO,A78159738,GUTHERSA SA,267.71
001140,43100,48901,165/2020/00167 CARNIMAD,G28966430,ASOCIACION DE EMPRESARIOS Y PROFESIONALES DE LA CARNE Y DERIVADOS CARNICOS DE LA COMUNIDAD,483.08
001120,13510,22799,CONVALID LENCERIA SAMUR ITURRI SEPT-OCT-NOV,A41050113,ITURRI SA,172730.49
001150,15323,61901,CERT 4 RENOV. SIST. CCTV TÚNELES MADRID CALLE 30,A83981571,"MADRID CALLE 30, S.A.",102287.81
001150,15323,61901,CERT 1 REHAB. PASAR. PEATONAL URB FUENTELARREINA,A83981571,"MADRID CALLE 30, S.A.",77986.36
001120,13001,16200,BIOCIDAS PROF.: UTILIZACIÓN Y PREVENCIÓN (C. 3742),A81961013,PROYECTOS Y ANALISIS FORMATIVOS S.A.,2520.0
001140,43100,78901,165/2020/00101 ASOC.COM.MDO.STA.M.CABEZA,G78361730,ASOCIACION COMERCIANTES MERCADO DE SANTA MARIA DE LA CABEZA,6937.25
001140,43100,78901,165/2020/00159 ASOC.COM.MIN.MDO.ANTÓN MARTÍN,G28905446,ASOCIACION COMERC. MERCADO ANTON MARTIN .,6600.0
001140,43100,78901,165/2020/00166 ASOC.COM.PROF.MIN.MDO. MORATALAZ,G78373644,ASOCIACION  DE COMERCIANTES PROFESIONALES MINORISTAS DEL MERCADO MORATALAZ,3242.83
001140,43100,78901,165/2020/00176 ASOC.COM.MDO.PROSPERIDAD,G28992485,ASOCIACION DE COMERCIANTES DEL MERCADO DE LA PROSPERIDAD,1177.98
001140,43100,78901,165/2020/00177 ASOC.COM.MDO.PROSPERIDAD,G28992485,ASOCIACION DE COMERCIANTES DEL MERCADO DE LA PROSPERIDAD,1899.0
001140,43100,78901,165/2020/00368 ASOC.COM.CCBARCELÓ,G78171352,ASOCIACION DE COMERCIANTES DEL CENTRO COMERCIAL BARCELO,6511.28
001140,43100,78901,165/2020/00217 ASOC.COM.PROF.MIN.MDO.DÑA.CARLOTA,G80520836,ASOCIACION DE COMERCIANTES DEL MERCADO DE DOÑA CARLOTA .,3938.34
001140,43100,77999,165/2020/00186 FRUTAS CHARITO CB,E79673067,FRUTAS CHARITO C B,5768.72
001140,43100,77999,165/2020/00268 SERTINA SL,B28906592,SERTINA S L,11043.0
001140,43100,77999,"165/2020/00214 COMERCIANTES MERCADO S.ISIDRO, SL",B81746927,COMERCIANTES MERCADO DE SAN ISIDRO S.L.,1070.25
001140,43100,77999,"165/2020/00248 GLOBAL ARRAKIS, SL",B86530003,GLOBAL ARRAKIS S L U,3273.14
001140,43100,47999,"165/2020/00264 LA VIANDA DE JULIAN,SL",B86673357,LA VIANDA DE JULIAN SL,3000.0
